session_id,group_id,tutor_id,scheduled_date,scheduled_start_time,duration_minutes,status,actual_duration_minutes,tutor_on_time,platform
SES-00326,GRP-009,TUT-007,2025-09-30,09:00,45,completed,46,false,virtual
SES-00327,GRP-009,TUT-007,2025-10-01,09:00,45,completed,43,true,virtual
SES-00328,GRP-009,TUT-007,2025-10-06,09:00,45,completed,48,true,hybrid
SES-00329,GRP-009,TUT-007,2025-10-07,09:00,45,cancelled_tutor,,,hybrid
SES-00330,GRP-009,TUT-007,2025-10-08,09:00,45,completed,48,true,virtual
SES-00331,GRP-009,TUT-007,2025-10-13,09:00,45,cancelled_student,,,virtual
SES-00332,GRP-009,TUT-007,2025-10-14,09:00,45,completed,41,true,hybrid
SES-00333,GRP-009,TUT-007,2025-10-15,09:00,45,no_show,,,virtual
SES-00334,GRP-009,TUT-007,2025-10-20,09:00,45,no_show,,,virtual
SES-00335,GRP-009,TUT-007,2025-10-21,09:00,45,cancelled_school,,,virtual
SES-00336,GRP-009,TUT-007,2025-10-22,09:00,45,completed,47,true,virtual
SES-00337,GRP-009,TUT-007,2025-10-27,09:00,45,completed,46,true,hybrid
SES-00338,GRP-009,TUT-007,2025-10-28,09:00,45,completed,46,true,hybrid
SES-00339,GRP-009,TUT-007,2025-10-29,09:00,45,completed,43,true,in_person
SES-00340,GRP-009,TUT-007,2025-11-03,09:00,45,completed,46,true,hybrid
SES-00341,GRP-009,TUT-007,2025-11-04,09:00,45,completed,46,true,in_person
SES-00342,GRP-009,TUT-007,2025-11-05,09:00,45,completed,44,true,virtual
SES-00343,GRP-009,TUT-007,2025-11-10,09:00,45,completed,41,true,virtual
SES-00344,GRP-009,TUT-007,2025-11-11,09:00,45,completed,48,true,in_person
SES-00345,GRP-009,TUT-007,2025-11-12,09:00,45,completed,48,true,hybrid
SES-00346,GRP-009,TUT-007,2025-11-17,09:00,45,completed,46,true,virtual
SES-00347,GRP-009,TUT-007,2025-11-18,09:00,45,completed,41,true,hybrid
SES-00348,GRP-009,TUT-007,2025-11-19,09:00,45,completed,43,true,in_person
SES-00349,GRP-009,TUT-007,2025-11-24,09:00,45,completed,42,true,virtual
SES-00350,GRP-009,TUT-007,2025-11-25,09:00,45,completed,42,true,virtual
SES-00351,GRP-009,TUT-007,2025-11-26,09:00,45,completed,44,true,in_person
SES-00352,GRP-010,TUT-005,2025-09-01,14:00,45,completed,42,true,virtual
SES-00353,GRP-010,TUT-005,2025-09-02,14:00,45,completed,49,true,virtual
SES-00354,GRP-010,TUT-005,2025-09-04,14:00,45,completed,46,true,hybrid
SES-00355,GRP-010,TUT-005,2025-09-08,14:00,45,no_show,,,in_person
SES-00356,GRP-010,TUT-005,2025-09-09,14:00,45,completed,49,false,in_person
SES-00357,GRP-010,TUT-005,2025-09-11,14:00,45,completed,42,false,virtual
SES-00358,GRP-010,TUT-005,2025-09-15,14:00,45,completed,50,true,hybrid
SES-00359,GRP-010,TUT-005,2025-09-16,14:00,45,completed,45,true,virtual
SES-00360,GRP-010,TUT-005,2025-09-18,14:00,45,completed,49,true,hybrid
SES-00361,GRP-010,TUT-005,2025-09-22,14:00,45,completed,48,true,hybrid
SES-00362,GRP-010,TUT-005,2025-09-23,14:00,45,completed,43,true,virtual
SES-00363,GRP-010,TUT-005,2025-09-25,14:00,45,completed,41,true,virtual
SES-00364,GRP-010,TUT-005,2025-09-29,14:00,45,completed,42,true,in_person
SES-00365,GRP-010,TUT-005,2025-09-30,14:00,45,completed,42,true,virtual
SES-00366,GRP-010,TUT-005,2025-10-02,14:00,45,cancelled_student,,,hybrid
SES-00367,GRP-010,TUT-005,2025-10-06,14:00,45,completed,46,true,hybrid
SES-00368,GRP-010,TUT-005,2025-10-07,14:00,45,completed,40,true,virtual
SES-00369,GRP-010,TUT-005,2025-10-09,14:00,45,completed,48,true,in_person
SES-00370,GRP-010,TUT-005,2025-10-13,14:00,45,cancelled_tutor,,,in_person
SES-00371,GRP-010,TUT-005,2025-10-14,14:00,45,completed,45,true,hybrid
SES-00372,GRP-010,TUT-005,2025-10-16,14:00,45,cancelled_student,,,hybrid
SES-00373,GRP-010,TUT-005,2025-10-20,14:00,45,completed,46,false,virtual
SES-00374,GRP-010,TUT-005,2025-10-21,14:00,45,no_show,,,virtual
SES-00375,GRP-010,TUT-005,2025-10-23,14:00,45,cancelled_tutor,,,in_person
SES-00376,GRP-010,TUT-005,2025-10-27,14:00,45,completed,48,true,hybrid
SES-00377,GRP-010,TUT-005,2025-10-28,14:00,45,completed,49,true,virtual
SES-00378,GRP-010,TUT-005,2025-10-30,14:00,45,completed,50,true,hybrid
SES-00379,GRP-010,TUT-005,2025-11-03,14:00,45,completed,40,true,virtual
SES-00380,GRP-010,TUT-005,2025-11-04,14:00,45,completed,41,true,hybrid
SES-00381,GRP-010,TUT-005,2025-11-06,14:00,45,completed,44,true,in_person
SES-00382,GRP-010,TUT-005,2025-11-10,14:00,45,completed,45,true,virtual
SES-00383,GRP-010,TUT-005,2025-11-11,14:00,45,completed,47,true,virtual
SES-00384,GRP-010,TUT-005,2025-11-13,14:00,45,cancelled_student,,,hybrid
SES-00385,GRP-010,TUT-005,2025-11-17,14:00,45,completed,45,true,hybrid
SES-00386,GRP-010,TUT-005,2025-11-18,14:00,45,completed,43,true,hybrid
SES-00387,GRP-010,TUT-005,2025-11-20,14:00,45,completed,48,true,virtual
SES-00388,GRP-010,TUT-005,2025-11-24,14:00,45,completed,46,true,in_person
SES-00389,GRP-010,TUT-005,2025-11-25,14:00,45,completed,46,true,hybrid
SES-00390,GRP-010,TUT-005,2025-11-27,14:00,45,completed,43,true,virtual
SES-00391,GRP-011,TUT-006,2025-09-02,10:30,45,completed,41,true,hybrid
SES-00392,GRP-011,TUT-006,2025-09-03,10:30,45,completed,45,true,in_person
SES-00393,GRP-011,TUT-006,2025-09-05,10:30,45,completed,47,true,hybrid
SES-00394,GRP-011,TUT-006,2025-09-09,10:30,45,completed,46,true,hybrid
SES-00395,GRP-011,TUT-006,2025-09-10,10:30,45,completed,45,true,hybrid
SES-00396,GRP-011,TUT-006,2025-09-12,10:30,45,completed,50,true,virtual
SES-00397,GRP-011,TUT-006,2025-09-16,10:30,45,completed,49,true,in_person
SES-00398,GRP-011,TUT-006,2025-09-17,10:30,45,completed,43,true,in_person
SES-00399,GRP-011,TUT-006,2025-09-19,10:30,45,completed,42,true,virtual
SES-00400,GRP-011,TUT-006,2025-09-23,10:30,45,completed,49,true,in_person
SES-00401,GRP-011,TUT-006,2025-09-24,10:30,45,completed,48,true,hybrid
SES-00402,GRP-011,TUT-006,2025-09-26,10:30,45,completed,42,true,virtual
SES-00403,GRP-011,TUT-006,2025-09-30,10:30,45,completed,42,true,virtual
SES-00404,GRP-011,TUT-006,2025-10-01,10:30,45,completed,45,false,virtual
SES-00405,GRP-011,TUT-006,2025-10-03,10:30,45,cancelled_tutor,,,virtual
SES-00406,GRP-011,TUT-006,2025-10-07,10:30,45,no_show,,,hybrid
SES-00407,GRP-011,TUT-006,2025-10-08,10:30,45,completed,46,true,virtual
SES-00408,GRP-011,TUT-006,2025-10-10,10:30,45,completed,47,true,in_person
SES-00409,GRP-011,TUT-006,2025-10-14,10:30,45,completed,43,true,virtual
SES-00410,GRP-011,TUT-006,2025-10-15,10:30,45,completed,44,true,virtual
SES-00411,GRP-011,TUT-006,2025-10-17,10:30,45,completed,47,true,in_person
SES-00412,GRP-011,TUT-006,2025-10-21,10:30,45,completed,44,true,virtual
SES-00413,GRP-011,TUT-006,2025-10-22,10:30,45,completed,40,true,virtual
SES-00414,GRP-011,TUT-006,2025-10-24,10:30,45,completed,46,true,hybrid
SES-00415,GRP-011,TUT-006,2025-10-28,10:30,45,completed,44,true,in_person
SES-00416,GRP-011,TUT-006,2025-10-29,10:30,45,completed,45,true,in_person
SES-00417,GRP-011,TUT-006,2025-10-31,10:30,45,completed,41,true,in_person
SES-00418,GRP-011,TUT-006,2025-11-04,10:30,45,completed,49,true,hybrid
SES-00419,GRP-011,TUT-006,2025-11-05,10:30,45,completed,46,true,in_person
SES-00420,GRP-011,TUT-006,2025-11-07,10:30,45,completed,43,true,hybrid
SES-00421,GRP-011,TUT-006,2025-11-11,10:30,45,completed,44,true,in_person
SES-00422,GRP-011,TUT-006,2025-11-12,10:30,45,completed,44,true,virtual
SES-00423,GRP-011,TUT-006,2025-11-14,10:30,45,completed,48,false,hybrid
SES-00424,GRP-011,TUT-006,2025-11-18,10:30,45,completed,42,false,virtual
SES-00425,GRP-011,TUT-006,2025-11-19,10:30,45,completed,44,true,in_person
SES-00426,GRP-011,TUT-006,2025-11-21,10:30,45,completed,42,true,hybrid
SES-00427,GRP-011,TUT-006,2025-11-25,10:30,45,completed,43,true,hybrid
SES-00428,GRP-011,TUT-006,2025-11-26,10:30,45,completed,42,true,virtual
SES-00429,GRP-011,TUT-006,2025-11-28,10:30,45,completed,46,true,hybrid
SES-00430,GRP-012,TUT-008,2025-09-02,11:30,45,completed,45,true,hybrid
SES-00431,GRP-012,TUT-008,2025-09-03,11:30,45,completed,47,true,hybrid
SES-00432,GRP-012,TUT-008,2025-09-05,11:30,45,completed,41,true,virtual
SES-00433,GRP-012,TUT-008,2025-09-09,11:30,45,completed,46,true,virtual
SES-00434,GRP-012,TUT-008,2025-09-10,11:30,45,completed,44,true,hybrid
SES-00435,GRP-012,TUT-008,2025-09-12,11:30,45,completed,47,true,hybrid
SES-00436,GRP-012,TUT-008,2025-09-16,11:30,45,completed,40,true,virtual
SES-00437,GRP-012,TUT-008,2025-09-17,11:30,45,cancelled_school,,,in_person
SES-00438,GRP-012,TUT-008,2025-09-19,11:30,45,completed,40,false,virtual
SES-00439,GRP-012,TUT-008,2025-09-23,11:30,45,completed,42,true,virtual
SES-00440,GRP-012,TUT-008,2025-09-24,11:30,45,completed,44,true,virtual
SES-00441,GRP-012,TUT-008,2025-09-26,11:30,45,completed,45,true,hybrid
SES-00442,GRP-012,TUT-008,2025-09-30,11:30,45,completed,46,true,hybrid
SES-00443,GRP-012,TUT-008,2025-10-01,11:30,45,completed,43,true,in_person
SES-00444,GRP-012,TUT-008,2025-10-03,11:30,45,completed,40,true,in_person
SES-00445,GRP-012,TUT-008,2025-10-07,11:30,45,cancelled_tutor,,,in_person
SES-00446,GRP-012,TUT-008,2025-10-08,11:30,45,completed,47,true,hybrid
SES-00447,GRP-012,TUT-008,2025-10-10,11:30,45,completed,41,false,virtual
SES-00448,GRP-012,TUT-008,2025-10-14,11:30,45,completed,47,true,virtual
SES-00449,GRP-012,TUT-008,2025-10-15,11:30,45,cancelled_student,,,in_person
SES-00450,GRP-012,TUT-008,2025-10-17,11:30,45,cancelled_tutor,,,virtual
SES-00451,GRP-012,TUT-008,2025-10-21,11:30,45,completed,42,true,in_person
SES-00452,GRP-012,TUT-008,2025-10-22,11:30,45,completed,50,true,hybrid
SES-00453,GRP-012,TUT-008,2025-10-24,11:30,45,completed,49,true,virtual
SES-00454,GRP-012,TUT-008,2025-10-28,11:30,45,completed,43,true,in_person
SES-00455,GRP-012,TUT-008,2025-10-29,11:30,45,completed,49,true,in_person
SES-00456,GRP-012,TUT-008,2025-10-31,11:30,45,cancelled_student,,,in_person
SES-00457,GRP-012,TUT-008,2025-11-04,11:30,45,completed,41,true,virtual
SES-00458,GRP-012,TUT-008,2025-11-05,11:30,45,completed,46,true,in_person
SES-00459,GRP-012,TUT-008,2025-11-07,11:30,45,completed,50,true,hybrid
SES-00460,GRP-012,TUT-008,2025-11-11,11:30,45,completed,49,true,hybrid
SES-00461,GRP-012,TUT-008,2025-11-12,11:30,45,cancelled_student,,,hybrid
SES-00462,GRP-012,TUT-008,2025-11-14,11:30,45,completed,43,true,hybrid
SES-00463,GRP-012,TUT-008,2025-11-18,11:30,45,completed,46,true,in_person
SES-00464,GRP-012,TUT-008,2025-11-19,11:30,45,completed,43,true,in_person
SES-00465,GRP-012,TUT-008,2025-11-21,11:30,45,completed,50,true,hybrid
SES-00466,GRP-012,TUT-008,2025-11-25,11:30,45,completed,40,false,virtual
SES-00467,GRP-012,TUT-008,2025-11-26,11:30,45,completed,49,true,hybrid
SES-00468,GRP-012,TUT-008,2025-11-28,11:30,45,completed,47,false,in_person
SES-00469,GRP-013,TUT-009,2025-09-02,10:00,45,completed,46,true,hybrid
SES-00470,GRP-013,TUT-009,2025-09-03,10:00,45,completed,46,true,virtual
SES-00471,GRP-013,TUT-009,2025-09-04,10:00,45,completed,48,true,in_person
SES-00472,GRP-013,TUT-009,2025-09-09,10:00,45,completed,44,true,in_person
SES-00473,GRP-013,TUT-009,2025-09-10,10:00,45,no_show,,,in_person
SES-00474,GRP-013,TUT-009,2025-09-11,10:00,45,completed,46,true,hybrid
SES-00475,GRP-013,TUT-009,2025-09-16,10:00,45,completed,41,true,virtual
SES-00476,GRP-013,TUT-009,2025-09-17,10:00,45,completed,43,true,in_person
SES-00477,GRP-013,TUT-009,2025-09-18,10:00,45,completed,41,true,hybrid
SES-00478,GRP-013,TUT-009,2025-09-23,10:00,45,cancelled_tutor,,,hybrid
SES-00479,GRP-013,TUT-009,2025-09-24,10:00,45,completed,42,true,hybrid
SES-00480,GRP-013,TUT-009,2025-09-25,10:00,45,completed,40,true,virtual
SES-00481,GRP-013,TUT-009,2025-09-30,10:00,45,completed,44,true,in_person
SES-00482,GRP-013,TUT-009,2025-10-01,10:00,45,completed,44,true,in_person
SES-00483,GRP-013,TUT-009,2025-10-02,10:00,45,completed,40,true,virtual
SES-00484,GRP-013,TUT-009,2025-10-07,10:00,45,completed,41,true,hybrid
SES-00485,GRP-013,TUT-009,2025-10-08,10:00,45,completed,47,true,virtual
SES-00486,GRP-013,TUT-009,2025-10-09,10:00,45,cancelled_student,,,hybrid
SES-00487,GRP-013,TUT-009,2025-10-14,10:00,45,completed,42,true,in_person
SES-00488,GRP-013,TUT-009,2025-10-15,10:00,45,completed,50,true,in_person
SES-00489,GRP-013,TUT-009,2025-10-16,10:00,45,completed,40,true,in_person
SES-00490,GRP-013,TUT-009,2025-10-21,10:00,45,completed,47,true,in_person
SES-00491,GRP-013,TUT-009,2025-10-22,10:00,45,completed,40,true,hybrid
SES-00492,GRP-013,TUT-009,2025-10-23,10:00,45,completed,46,true,in_person
SES-00493,GRP-013,TUT-009,2025-10-28,10:00,45,completed,45,true,in_person
SES-00494,GRP-013,TUT-009,2025-10-29,10:00,45,completed,41,true,in_person
SES-00495,GRP-013,TUT-009,2025-10-30,10:00,45,completed,48,false,virtual
SES-00496,GRP-013,TUT-009,2025-11-04,10:00,45,cancelled_tutor,,,virtual
SES-00497,GRP-013,TUT-009,2025-11-05,10:00,45,completed,44,true,hybrid
SES-00498,GRP-013,TUT-009,2025-11-06,10:00,45,completed,45,true,hybrid
SES-00499,GRP-013,TUT-009,2025-11-11,10:00,45,completed,49,true,virtual
SES-00500,GRP-013,TUT-009,2025-11-12,10:00,45,completed,47,false,in_person
SES-00501,GRP-013,TUT-009,2025-11-13,10:00,45,completed,48,true,in_person
SES-00502,GRP-013,TUT-009,2025-11-18,10:00,45,completed,46,true,hybrid
SES-00503,GRP-013,TUT-009,2025-11-19,10:00,45,completed,40,false,in_person
SES-00504,GRP-013,TUT-009,2025-11-20,10:00,45,completed,46,true,hybrid
SES-00505,GRP-013,TUT-009,2025-11-25,10:00,45,completed,43,true,in_person
SES-00506,GRP-013,TUT-009,2025-11-26,10:00,45,completed,40,false,in_person
SES-00507,GRP-013,TUT-009,2025-11-27,10:00,45,completed,41,true,in_person
SES-00508,GRP-014,TUT-008,2025-09-01,13:00,45,completed,48,true,virtual
SES-00509,GRP-014,TUT-008,2025-09-02,13:00,45,cancelled_tutor,,,hybrid
SES-00510,GRP-014,TUT-008,2025-09-03,13:00,45,cancelled_tutor,,,hybrid
SES-00511,GRP-014,TUT-008,2025-09-08,13:00,45,no_show,,,in_person
SES-00512,GRP-014,TUT-008,2025-09-09,13:00,45,completed,45,false,virtual
SES-00513,GRP-014,TUT-008,2025-09-10,13:00,45,completed,45,true,virtual
SES-00514,GRP-014,TUT-008,2025-09-15,13:00,45,completed,43,true,hybrid
SES-00515,GRP-014,TUT-008,2025-09-16,13:00,45,completed,41,true,virtual
SES-00516,GRP-014,TUT-008,2025-09-17,13:00,45,completed,41,true,in_person
SES-00517,GRP-014,TUT-008,2025-09-22,13:00,45,completed,47,true,in_person
SES-00518,GRP-014,TUT-008,2025-09-23,13:00,45,completed,50,true,hybrid
SES-00519,GRP-014,TUT-008,2025-09-24,13:00,45,completed,40,true,virtual
SES-00520,GRP-014,TUT-008,2025-09-29,13:00,45,completed,43,false,virtual
SES-00521,GRP-014,TUT-008,2025-09-30,13:00,45,completed,50,true,in_person
SES-00522,GRP-014,TUT-008,2025-10-01,13:00,45,cancelled_school,,,virtual
SES-00523,GRP-014,TUT-008,2025-10-06,13:00,45,completed,48,true,in_person
SES-00524,GRP-014,TUT-008,2025-10-07,13:00,45,cancelled_student,,,in_person
SES-00525,GRP-014,TUT-008,2025-10-08,13:00,45,completed,42,true,in_person
SES-00526,GRP-014,TUT-008,2025-10-13,13:00,45,completed,43,true,virtual
SES-00527,GRP-014,TUT-008,2025-10-14,13:00,45,completed,50,false,in_person
SES-00528,GRP-014,TUT-008,2025-10-15,13:00,45,completed,44,true,in_person
SES-00529,GRP-014,TUT-008,2025-10-20,13:00,45,cancelled_school,,,in_person
SES-00530,GRP-014,TUT-008,2025-10-21,13:00,45,completed,50,true,in_person
SES-00531,GRP-014,TUT-008,2025-10-22,13:00,45,cancelled_student,,,virtual
SES-00532,GRP-014,TUT-008,2025-10-27,13:00,45,cancelled_tutor,,,virtual
SES-00533,GRP-014,TUT-008,2025-10-28,13:00,45,cancelled_student,,,hybrid
SES-00534,GRP-014,TUT-008,2025-10-29,13:00,45,completed,46,true,virtual
SES-00535,GRP-014,TUT-008,2025-11-03,13:00,45,completed,42,true,in_person
SES-00536,GRP-014,TUT-008,2025-11-04,13:00,45,completed,47,true,in_person
SES-00537,GRP-014,TUT-008,2025-11-05,13:00,45,completed,49,true,virtual
SES-00538,GRP-014,TUT-008,2025-11-10,13:00,45,completed,48,true,in_person
SES-00539,GRP-014,TUT-008,2025-11-11,13:00,45,completed,42,true,hybrid
SES-00540,GRP-014,TUT-008,2025-11-12,13:00,45,completed,48,true,hybrid
SES-00541,GRP-014,TUT-008,2025-11-17,13:00,45,completed,46,true,virtual
SES-00542,GRP-014,TUT-008,2025-11-18,13:00,45,completed,47,true,hybrid
SES-00543,GRP-014,TUT-008,2025-11-19,13:00,45,completed,46,true,in_person
SES-00544,GRP-014,TUT-008,2025-11-24,13:00,45,completed,43,true,virtual
SES-00545,GRP-014,TUT-008,2025-11-25,13:00,45,cancelled_tutor,,,virtual
SES-00546,GRP-014,TUT-008,2025-11-26,13:00,45,completed,49,false,in_person
